Open,High,Low,Volume,Close
246.927001953125,247.3040008544922,243.13299560546875,15108700,244.29600524902344
244.2819976806641,244.34100341796875,240.51499938964844,17344900,240.51499938964844
240.3650054931641,243.33200073242188,240.3650054931641,16133100,242.7989959716797
242.60400390625,243.74899291992188,241.5529937744141,13983500,243.593994140625
243.5489959716797,251.3390045166016,243.11700439453125,20488600,250.9900054931641
250.9550018310547,251.1719970703125,247.4340057373047,15137600,249.0110015869141
248.7209930419922,257.1730041503906,248.58099365234372,34742900,257.0639953613281
257.0360107421875,267.86700439453125,255.9459991455078,44533800,263.0719909667969
263.3450012207031,265.1719970703125,255.7740020751953,27029800,258.6210021972656
258.552001953125,261.6310119628906,254.11599731445312,21551900,255.41200256347656
255.45899963378903,257.0769958496094,253.5050048828125,19033800,256.33599853515625
256.4909973144531,261.4570007324219,254.1999969482422,15620400,260.885986328125
260.80499267578125,274.5060119628906,258.70098876953125,44156100,271.9129943847656
271.1080017089844,277.4219970703125,267.6000061035156,49154800,269.0299987792969
269.9630126953125,271.34100341796875,264.8320007324219,28857600,266.2070007324219
265.98199462890625,272.97100830078125,264.385986328125,36980200,270.7850036621094
270.8269958496094,272.3349914550781,267.08599853515625,40301200,269.2279968261719
269.156005859375,294.59100341796875,268.802001953125,100390000,284.8940124511719
284.8800048828125,298.5060119628906,283.5299987792969,41109900,293.114990234375
293.1400146484375,314.3940124511719,292.5050048828125,56405000,310.86700439453125
310.8269958496094,310.947998046875,281.010986328125,62053900,292.0539855957031
292.03399658203125,296.1470031738281,286.63800048828125,28727200,287.4639892578125
288.0450134277344,293.2479858398437,285.36700439453125,27486600,285.8290100097656
286.0419921875,291.1830139160156,275.239990234375,49482600,278.0889892578125
278.09100341796875,280.2799987792969,272.0429992675781,27591400,279.47198486328125
279.3309936523437,282.5270080566406,274.07501220703125,25187100,274.9010009765625
274.7669982910156,275.6700134277344,272.51300048828125,15332500,273.614013671875
273.4989929199219,278.9809875488281,272.9599914550781,22711400,278.9809875488281
278.8819885253906,280.5469970703125,275.41900634765625,22930700,275.8330078125
275.6570129394531,277.6659851074219,274.3810119628906,19389800,277.22198486328125
277.34100341796875,278.1109924316406,275.71600341796875,18531300,276.04901123046875
276.0050048828125,289.25299072265625,275.2539978027344,37199400,288.27801513671875
288.1640014648437,290.7330017089844,286.00201416015625,20662200,288.6969909667969
288.6400146484375,293.052001953125,287.7059936523437,16032300,292.6860046386719
292.6390075683594,297.77398681640625,287.45001220703125,30592000,293.6239929199219
293.63299560546875,296.64898681640625,293.4230041503906,25453600,294.427001953125
294.4840087890625,294.5360107421875,288.7770080566406,24672600,289.5899963378906
289.1029968261719,290.1260070800781,286.5679931640625,21635800,287.72198486328125
287.6960144042969,288.9590148925781,282.343994140625,23629100,284.6499938964844
284.6860046386719,284.9320068359375,278.11199951171875,18995000,281.6010131835937
280.4490051269531,283.0320129394531,277.52899169921875,17722200,282.614013671875
282.8059997558594,285.47100830078125,280.2330017089844,21474100,281.2269897460937
281.2250061035156,285.7149963378906,281.2250061035156,21908700,285.2179870605469
284.84698486328125,285.5010070800781,281.4880065917969,20128000,281.8819885253906
281.906005859375,281.906005859375,278.40301513671875,18792100,278.5769958496094
278.7409973144531,280.3919982910156,276.3659973144531,42484800,279.5849914550781
279.74200439453125,279.9280090332031,260.7099914550781,58533000,260.9970092773437
261.1159973144531,267.00299072265625,260.4679870605469,23789600,265.0830078125
